0	0
0.000941915227629514	0.0017518248175182535
0.006122448979591841	0.004160583941605844
0.013657770800627939	0.00613138686131387
0.024960753532182092	0.007883211678832117
0.03861852433281003	0.010072992700729928
0.056514913657770796	0.012700729927007298
0.07864992150706435	0.01489051094890511
0.10219780219780217	0.0172992700729927
0.12904238618524333	0.01992700729927007
0.158712715855573	0.022116788321167882
0.1916797488226059	0.02430656934306569
0.22841444270015693	0.02671532846715328
0.26750392464678174	0.029124087591240872

